season,fullName,TotalWickets,Overs,RunsConceded,AvgWickets,TotalMatches,MaxWickets,FoursConceded,SixesConceded,AvgEconomyRate,AvgRate,StrRate
2021,Lockie Ferguson,13,30,224,1.625,8,3,24,6,7.3125,17.23076923076923,13.846153846153847
2020,Ravindra Jadeja,6,35,318,0.46153846153846156,13,2,15,17,9.069230739886944,53.0,35.0
2020,Ravi Bishnoi,12,51,376,0.8571428571428571,14,3,25,17,7.415714263916016,31.333333333333332,25.5
2017,Ben Cutting,1,12,123,0.25,4,1,10,6,9.612499952316284,123.0,72.0
2016,Jason Holder,2,13,103,0.5,4,2,10,3,7.75,51.5,39.0
2011,Rahul Sharma,16,50,273,1.1428571428571428,14,3,18,6,5.386428560529437,17.0625,18.75
2010,Dale Steyn,15,59,406,1.0,15,3,45,6,6.82733333905538,27.066666666666666,23.6
2021,Murugan Ashwin,1,11,97,0.3333333333333333,3,1,5,4,8.96999994913737,97.0,66.0
2017,Bipul Sharma,3,16,129,0.42857142857142855,7,1,5,7,7.607142857142857,43.0,32.0
2016,Stuart Binny,1,17,134,0.09090909090909091,11,1,16,1,7.590909090909091,134.0,102.0
2013,Ankit Rajpoot,1,4,35,0.5,2,1,5,1,9.164999961853027,35.0,24.0
2009,Ashok Dinda,4,24,193,0.5,8,1,18,9,8.65625,48.25,36.0
2021,Harshal Patel,32,56,459,2.1333333333333333,15,5,37,16,8.05,14.34375,10.5
2018,Siddarth Kaul,21,66,547,1.2352941176470589,17,3,61,14,8.45058822631836,26.047619047619047,18.857142857142858
2015,Bipul Sharma,3,7,50,1.0,3,2,1,4,8.75,16.666666666666668,14.0
2014,Krishmar Santokie,3,8,90,1.5,2,2,6,6,11.25,30.0,16.0
2012,Praveen Kumar,9,63,434,0.5625,16,2,47,9,6.900624990463257,48.22222222222222,42.0
2009,Albie Morkel,13,40,328,1.0833333333333333,12,2,36,8,8.318333307902018,25.23076923076923,18.46153846153846
2009,Dhawal Kulkarni,5,26,206,0.625,8,1,23,6,8.84375,41.2,31.2
2008,Virat Kohli,2,7,61,0.5,4,2,3,1,8.702499985694885,30.5,21.0
2022,Umesh Yadav,16,48,339,1.3333333333333333,12,4,34,13,7.0625,21.1875,18.0
2022,Riley Meredith,8,28,236,1.0,8,2,20,10,8.301249980926514,29.5,21.0
2020,Mohit Sharma,1,4,45,1.0,1,1,1,4,11.25,45.0,24.0
2019,Shreyas Gopal,20,48,347,1.4285714285714286,14,3,21,17,7.4278571265084405,17.35,14.4
2016,Zaheer Khan,10,43,337,0.8333333333333334,12,3,39,7,7.81083329518636,33.7,25.8
2010,Dhawal Kulkarni,1,4,40,1.0,1,1,3,2,10.0,40.0,24.0
2009,Amit Singh,9,17,95,1.8,5,4,9,2,5.681999969482422,10.555555555555555,11.333333333333334
2022,Tushar Deshpande,1,7,63,0.5,2,1,10,1,8.829999923706055,63.0,42.0
2021,Tom Curran,4,10,104,1.3333333333333333,3,3,9,4,9.146666685740152,26.0,15.0
2020,Shreyas Gopal,10,50,427,0.7142857142857143,14,2,30,19,8.832857131958008,42.7,30.0
2014,Imran Tahir,9,20,171,1.5,6,3,13,6,8.056666692097982,19.0,13.333333333333334
2012,Dwayne Smith,2,13,95,0.3333333333333333,6,1,9,3,7.083333333333333,47.5,39.0
2011,Ravichandran Ashwin,20,63,388,1.25,16,3,29,11,6.125,19.4,18.9
2009,Jean-Paul Duminy,4,17,93,0.6666666666666666,6,2,3,3,5.774999936421712,23.25,25.5
2008,Dinesh Salunkhe,1,8,78,0.2,5,1,6,3,10.431999969482423,78.0,48.0
2020,Sam Curran,13,42,344,1.0,13,3,35,8,8.056923059316782,26.46153846153846,19.384615384615383
2020,Rashid Khan,20,64,344,1.25,16,3,17,9,5.375,17.2,19.2
2015,Jasprit Bumrah,3,15,184,0.75,4,1,12,13,12.289999961853027,61.333333333333336,30.0
2015,Harshal Patel,17,43,328,1.2142857142857142,14,2,32,11,7.835000004087176,19.294117647058822,15.176470588235293
2015,Iqbal Abdulla,4,19,150,0.8,5,2,10,8,8.065999984741211,37.5,28.5
2012,Siddharth Trivedi,13,52,380,0.9285714285714286,14,4,25,9,7.3442856924874445,29.23076923076923,24.0
2009,Kamran Khan,6,17,124,1.2,5,3,12,3,7.423999977111817,20.666666666666668,17.0
2020,Adam Zampa,2,11,92,0.6666666666666666,3,1,3,6,8.416666666666666,46.0,33.0
2019,Lasith Malinga,16,44,438,1.3333333333333333,12,4,37,23,9.689166704813639,27.375,16.5
2015,Pravin Tambe,7,34,266,0.7,10,2,17,12,7.823999977111816,38.0,29.142857142857142
2013,Tirumalasetti Suman,1,2,15,1.0,1,1,0,1,7.5,15.0,12.0
2011,Johan van der Wath,3,12,129,1.0,3,2,17,6,10.75,43.0,24.0
2010,Ravichandran Ashwin,13,48,293,1.0833333333333333,12,3,25,8,6.104166666666667,22.53846153846154,22.153846153846153
2010,Lakshmipathy Balaji,7,23,207,1.0,7,2,18,9,8.442857129233223,29.571428571428573,19.714285714285715
2008,Ramesh Powar,3,12,91,0.6,5,2,8,4,7.865999984741211,30.333333333333332,24.0
2020,Josh Hazlewood,1,10,64,0.3333333333333333,3,1,10,0,6.75,64.0,60.0
2017,Shardul Thakur,11,38,315,0.9166666666666666,12,3,39,5,7.986666599909465,28.636363636363637,20.727272727272727
2015,Nathan Coulter-Nile,15,42,321,1.3636363636363635,11,4,33,13,7.4981817765669385,21.4,16.8
2015,Bhuvneshwar Kumar,18,51,407,1.2857142857142858,14,3,41,14,8.351428610937935,22.61111111111111,17.0
2013,Brett Lee,4,12,86,1.3333333333333333,3,2,11,2,7.166666666666667,21.5,18.0
2010,Amit Mishra,17,53,363,1.2142857142857142,14,3,26,16,6.880714280264718,21.352941176470587,18.705882352941178
2010,Anil Kumble,17,62,407,1.0625,16,4,27,13,6.400625005364418,23.941176470588236,21.88235294117647
2019,Anukul Roy,1,2,11,1.0,1,1,0,0,5.5,11.0,12.0
2017,Yusuf Pathan,1,4,41,0.25,4,1,3,3,10.25,41.0,24.0
2015,Suresh Raina,2,12,93,0.4,5,1,6,4,7.85,46.5,36.0
2015,Pawan Negi,6,30,252,0.6,10,2,17,12,8.257999992370605,42.0,30.0
2014,Yuvraj Singh,5,22,187,0.5,10,4,9,9,8.825,37.4,26.4
2014,Pat Cummins,1,4,29,1.0,1,1,2,2,7.25,29.0,24.0
2012,Laxmi Shukla,1,2,12,0.5,2,1,1,0,6.0,12.0,12.0
2010,Muttiah Muralitharan,15,48,329,1.25,12,3,21,14,6.854166666666667,21.933333333333334,19.2
2009,Vikramjeet Malik,2,12,98,0.4,5,1,8,4,8.781999969482422,49.0,36.0
2018,Andre Russell,13,37,355,0.8666666666666667,15,3,34,15,9.536666615804036,27.307692307692307,17.076923076923077
2014,Lendl Simmons,1,3,34,1.0,1,1,2,2,11.329999923706055,34.0,18.0
2011,Tillakaratne Dilshan,1,12,108,0.16666666666666666,6,1,9,3,9.416666666666666,108.0,72.0
2017,Piyush Chawla,6,20,179,1.0,6,2,13,9,8.875,29.833333333333332,20.0
2015,Hardik Pandya,1,17,176,0.125,8,1,22,5,9.603749990463257,176.0,102.0
2014,Sunil Narine,21,64,407,1.3125,16,4,28,13,6.359375,19.38095238095238,18.285714285714285
2012,Brad Hodge,1,2,21,0.5,2,1,2,1,10.5,21.0,12.0
2010,Rohit Sharma,2,19,153,0.2222222222222222,9,1,12,4,8.526666641235352,76.5,57.0
2008,Sohail Tanvir,22,41,266,2.0,11,6,27,7,6.48636362769387,12.090909090909092,11.181818181818182
2022,Marcus Stoinis,4,7,79,0.8,5,3,6,5,12.2,19.75,10.5
2021,Lukman Meriwala,1,3,32,1.0,1,1,4,1,10.65999984741211,32.0,18.0
2020,Nathan Coulter-Nile,5,26,206,0.7142857142857143,7,2,17,9,7.857142857142857,41.2,31.2
2016,Scott Boland,2,7,54,1.0,2,2,6,1,7.704999923706055,27.0,21.0
2013,Angelo Mathews,5,31,240,0.5,10,3,19,4,7.881999969482422,48.0,37.2
2012,Michael Clarke,2,11,67,0.4,5,1,4,2,5.85,33.5,33.0
2010,Ramesh Powar,3,23,160,0.42857142857142855,7,2,14,4,8.071428571428571,53.333333333333336,46.0
2009,Harbhajan Singh,12,44,256,0.9230769230769231,13,4,19,6,6.159999994131235,21.333333333333332,22.0
2008,Vinay Kumar,5,23,182,0.625,8,3,18,7,7.9362499713897705,36.4,27.6
2022,Prasidh Krishna,19,66,551,1.1176470588235294,17,3,66,18,8.284117642570944,29.0,20.842105263157894
2021,Yuzvendra Chahal,18,53,374,1.2,15,3,26,17,7.216666666666667,20.77777777777778,17.666666666666668
2021,Arshdeep Singh,18,40,342,1.5,12,5,27,11,8.248333295186361,19.0,13.333333333333334
2021,Shahbaz Nadeem,1,4,36,1.0,1,1,2,3,9.0,36.0,24.0
2020,Prasidh Krishna,4,17,164,0.6666666666666666,6,3,20,4,9.708333333333334,41.0,25.5
2020,Shahbaz Ahmed,2,6,44,1.0,2,2,1,2,7.75,22.0,18.0
2014,Morne Morkel,12,48,367,1.0,12,2,42,11,7.645833333333333,30.583333333333332,24.0
2014,James Neesham,1,9,91,0.25,4,1,9,4,11.3125,91.0,54.0
2013,Lasith Malinga,20,65,468,1.1764705882352942,17,3,52,9,7.068235285141888,23.4,19.5
2010,Tillakaratne Dilshan,3,8,70,0.75,4,1,1,7,9.897500038146973,23.333333333333332,16.0
2022,Matheesha Pathirana,2,6,52,1.0,2,2,6,0,7.6000001430511475,26.0,18.0
2021,Nathan Ellis,1,11,90,0.3333333333333333,3,1,7,4,7.833333333333333,90.0,66.0
2019,Rahul Tewatia,2,6,42,0.6666666666666666,3,1,4,2,7.4433333079020185,21.0,18.0
2019,Harry Gurney,7,27,238,0.875,8,2,23,7,8.769999980926514,34.0,23.142857142857142
2017,Adam Zampa,7,19,163,1.1666666666666667,6,2,8,9,8.314999977747599,23.285714285714285,16.285714285714285
2017,Ankit Soni,2,18,144,0.3333333333333333,6,1,8,7,8.93833335240682,72.0,54.0
2011,Albie Morkel,15,45,382,1.0714285714285714,14,3,42,11,8.558571406773158,25.466666666666665,18.0
2011,Mitchell Marsh,7,14,99,1.4,5,4,11,1,6.964000034332275,14.142857142857142,12.0
2010,Pragyan Ojha,21,58,429,1.3125,16,3,29,17,7.518749982118607,20.428571428571427,16.571428571428573
2010,Rahul Sharma,5,20,167,0.8333333333333334,6,2,8,11,7.988333384195964,33.4,24.0
2008,Shane Warne,19,52,404,1.2666666666666666,15,3,23,19,7.927333323160807,21.263157894736842,16.42105263157895
2008,Shahid Afridi,9,30,225,0.9,10,3,19,7,8.26599998474121,25.0,20.0
2020,Harshal Patel,3,15,134,0.6,5,2,10,4,8.9,44.666666666666664,30.0
2018,Mustafizur Rahman,7,26,230,1.0,7,3,21,10,8.331428595951625,32.857142857142854,22.285714285714285
2015,Johan Botha,1,10,81,0.25,4,1,4,5,9.375,81.0,60.0
2012,Harbhajan Singh,6,54,384,0.375,16,2,26,14,7.196249961853027,64.0,54.0
2012,Parvinder Awana,17,47,372,1.4166666666666667,12,4,33,15,8.027499993642172,21.88235294117647,16.58823529411765
2009,Rohit Sharma,11,23,161,0.9166666666666666,12,4,8,4,7.388333320617676,14.636363636363637,12.545454545454545
2021,Trent Boult,13,50,406,0.9285714285714286,14,3,41,17,8.152142865317208,31.23076923076923,23.076923076923077
2020,Tom Curran,3,18,208,0.6,5,1,18,10,11.476000022888183,69.33333333333333,36.0
2018,Andrew Tye,24,56,448,1.7142857142857142,14,4,39,13,8.0,18.666666666666668,14.0
2014,Abu Nechim,3,14,113,0.75,4,1,10,3,8.042500019073486,37.666666666666664,28.0
2013,Abu Nechim,3,7,45,1.5,2,2,5,1,6.375,15.0,14.0
2022,Rashid Khan,19,63,421,1.1875,16,4,16,16,6.594375014305115,22.157894736842106,19.894736842105264
2021,Chetan Sakariya,14,52,426,1.0,14,3,38,12,8.219999994550433,30.428571428571427,22.285714285714285
2019,Andrew Tye,3,22,233,0.5,6,1,23,9,10.789999961853027,77.66666666666667,44.0
2019,Karn Sharma,1,2,33,1.0,1,1,1,3,11.640000343322754,33.0,12.0
2018,Mitchell Johnson,2,21,216,0.3333333333333333,6,1,21,12,10.289999961853027,108.0,63.0
2017,Mohammed Siraj,10,23,212,1.6666666666666667,6,4,22,9,9.276666641235352,21.2,13.8
2014,Jacques Kallis,4,22,186,0.5,8,1,20,5,8.227499961853027,46.5,33.0
2013,Daren Sammy,8,22,168,0.8888888888888888,9,4,14,5,7.7688888973659935,21.0,16.5
2012,Ajit Agarkar,3,14,134,0.75,4,2,13,4,9.587500095367432,44.666666666666664,28.0
2012,Stuart Binny,3,10,78,0.5,6,1,8,0,8.583333333333334,26.0,20.0
2010,Laxmi Shukla,3,12,106,0.75,4,1,7,5,8.9375,35.333333333333336,24.0
2008,Tillakaratne Dilshan,1,1,3,1.0,1,1,0,0,3.0,3.0,6.0
2019,Hardik Pandya,14,42,390,0.875,16,3,28,23,8.743749976158142,27.857142857142858,18.0
2016,Deepak Hooda,3,13,97,0.5,6,2,6,3,7.304999987284343,32.333333333333336,26.0
2015,Ravi Bopara,6,20,160,0.8571428571428571,7,2,18,3,8.701428549630302,26.666666666666668,20.0
2019,Mohammed Shami,19,54,469,1.3571428571428572,14,3,47,19,8.564999989100865,24.68421052631579,17.05263157894737
2018,Yusuf Pathan,1,2,14,1.0,1,1,1,0,7.0,14.0,12.0
2008,Glenn McGrath,12,54,357,0.8571428571428571,14,4,41,10,6.696428571428571,29.75,27.0
2022,Jason Holder,14,41,391,1.1666666666666667,12,3,29,19,9.28333330154419,27.928571428571427,17.571428571428573
2022,Krishnappa Gowtham,5,12,99,1.25,4,2,7,7,9.0625,19.8,14.4
2022,Obed McCoy,11,25,237,1.5714285714285714,7,3,19,8,9.460000038146973,21.545454545454547,13.636363636363637
2020,Jasprit Bumrah,27,60,404,1.8,15,4,37,13,6.733333333333333,14.962962962962964,13.333333333333334
2018,Carlos Brathwaite,5,9,94,1.25,4,2,11,4,9.125,18.8,10.8
2012,Wayne Parnell,5,21,128,0.8333333333333334,6,2,11,1,6.083333333333333,25.6,25.2
2010,Yogesh Nagar,1,3,28,1.0,1,1,4,1,9.329999923706055,28.0,18.0
2008,Zaheer Khan,13,42,357,1.1818181818181819,11,3,50,7,8.598181811246006,27.46153846153846,19.384615384615383
2020,Anrich Nortje,22,60,512,1.375,16,3,55,22,8.473749995231628,23.272727272727273,16.363636363636363
2014,Dwayne Smith,4,10,95,0.8,5,1,8,4,9.2,23.75,15.0
2014,Pravin Tambe,15,49,356,1.1538461538461537,13,4,26,9,7.480769230769231,23.733333333333334,19.6
2011,Harbhajan Singh,14,53,370,0.9333333333333333,15,5,32,11,7.153333282470703,26.428571428571427,22.714285714285715
2011,Charl Langeveldt,5,11,84,1.6666666666666667,3,2,6,5,7.276666641235352,16.8,13.2
2010,Moises Henriques,1,4,35,1.0,1,1,3,2,8.75,35.0,24.0
2022,Yash Dayal,11,32,296,1.2222222222222223,9,3,31,12,9.305555555555555,26.90909090909091,17.454545454545453
2016,Mitchell Marsh,4,9,45,1.3333333333333333,3,2,3,1,6.25,11.25,13.5
2015,Sreenath Aravind,8,18,132,1.6,5,4,15,3,8.15,16.5,13.5
2014,Shivam Sharma,3,16,121,0.75,4,2,4,8,7.5625,40.333333333333336,32.0
2013,Pravin Tambe,1,11,88,0.3333333333333333,3,1,10,1,7.886666615804036,88.0,66.0
2018,Marcus Stoinis,3,11,120,0.5,6,1,13,5,9.859999974568685,40.0,22.0
2016,Thisara Perera,9,32,326,0.8181818181818182,11,3,35,11,10.098181811246006,36.22222222222222,21.333333333333332
2015,Anureet Singh,15,51,465,1.0714285714285714,14,3,48,18,9.084285736083984,31.0,20.4
2014,Shakib Al Hasan,11,50,334,0.8461538461538461,13,2,20,13,6.7238461421086235,30.363636363636363,27.272727272727273
2011,Siddharth Trivedi,10,35,303,0.8333333333333334,12,3,28,8,8.65333334604899,30.3,21.0
2022,Murugan Ashwin,9,29,228,1.125,8,2,15,13,7.987499952316284,25.333333333333332,19.333333333333332
2021,Mohammad Nabi,2,8,86,0.6666666666666666,3,2,8,5,13.333333333333334,43.0,24.0
2016,Sunil Narine,11,42,304,1.0,11,3,26,11,7.095454541119662,27.636363636363637,22.90909090909091
2016,Rajagopal Sathish,1,6,59,0.3333333333333333,3,1,2,4,10.21999994913737,59.0,36.0
2014,Dale Steyn,11,56,431,0.7857142857142857,14,2,46,16,7.696428571428571,39.18181818181818,30.545454545454547
2011,Ryan Harris,16,47,382,1.2307692307692308,13,3,44,9,8.02538460951585,23.875,17.625
2011,Ryan Ninan,3,6,65,1.5,2,2,3,5,10.829999923706055,21.666666666666668,12.0
2009,Lee Carseldine,1,1,6,1.0,1,1,1,0,6.0,6.0,6.0
2022,Wanindu Hasaranga de Silva,26,57,430,1.625,16,5,22,30,7.702499985694885,16.53846153846154,13.153846153846153
2021,Shakib Al Hasan,4,26,187,0.5,8,1,11,9,7.03125,46.75,39.0
2018,Rahul Tewatia,6,22,173,0.75,8,3,7,10,8.176249980926514,28.833333333333332,22.0
2013,Mohit Sharma,20,50,326,1.3333333333333333,15,3,44,7,6.8420000076293945,16.3,15.0
2010,Ajantha Mendis,2,8,66,1.0,2,2,2,3,8.25,33.0,24.0
2009,Jesse Ryder,3,17,115,0.6,5,2,6,6,7.381999969482422,38.333333333333336,34.0
2022,Ravi Bishnoi,13,54,456,0.9285714285714286,14,2,40,17,8.487857137407575,35.07692307692308,24.923076923076923
2022,Chetan Sakariya,3,11,84,1.0,3,2,5,3,7.46999994913737,28.0,22.0
2020,Ankit Rajpoot,2,17,199,0.3333333333333333,6,1,18,12,11.25,99.5,51.0
2017,Lasith Malinga,11,44,382,0.9166666666666666,12,2,27,16,8.180833339691162,34.72727272727273,24.0
2016,Adam Milne,1,4,43,1.0,1,1,4,2,10.75,43.0,24.0
2016,Yusuf Pathan,1,6,33,0.25,4,1,1,1,5.414999961853027,33.0,36.0
2015,Corey Anderson,1,4,33,0.5,2,1,2,2,8.25,33.0,24.0
2013,Dwayne Smith,2,5,59,0.6666666666666666,3,2,7,2,12.333333333333334,29.5,15.0
2012,Umesh Yadav,19,61,453,1.1176470588235294,17,3,45,12,7.3088235294117645,23.842105263157894,19.263157894736842
2011,Dale Steyn,14,45,299,1.1666666666666667,12,3,41,3,6.53333334128062,21.357142857142858,19.285714285714285
2011,RP Singh,13,50,345,0.9285714285714286,14,4,40,6,6.939999989100865,26.53846153846154,23.076923076923077
2008,Chaminda Vaas,5,17,145,1.0,5,2,20,4,8.365999984741212,29.0,20.4
2019,Ishant Sharma,13,46,349,1.0,13,3,45,7,7.409230745755709,26.846153846153847,21.23076923076923
2018,Harbhajan Singh,7,31,270,0.5833333333333334,12,2,25,13,9.259999990463257,38.57142857142857,26.571428571428573
2018,Axar Patel,3,26,218,0.375,8,1,16,8,8.519999980926514,72.66666666666667,52.0
2018,Javon Searles,2,7,89,0.6666666666666666,3,1,4,7,12.666666666666666,44.5,21.0
2018,Sandeep Lamichhane,5,12,82,1.6666666666666667,3,3,5,4,6.833333333333333,16.4,14.4
2012,Abhishek Jhunjhunwala,1,6,38,0.3333333333333333,3,1,4,0,7.776666641235352,38.0,36.0
2011,Daniel Vettori,12,51,311,0.9230769230769231,13,3,23,7,6.053846139174241,25.916666666666668,25.5
2011,Sreesanth,7,31,206,0.7777777777777778,9,2,21,6,6.655555513170031,29.428571428571427,26.571428571428573
2009,Ravichandran Ashwin,2,4,13,2.0,1,2,0,0,3.25,6.5,12.0
2021,Dan Christian,4,16,155,0.4444444444444444,9,2,15,5,9.673333273993599,38.75,24.0
2018,Nitish Rana,4,6,44,0.8,5,2,6,1,6.0,11.0,9.0
2015,Dhawal Kulkarni,13,35,277,1.1818181818181819,11,2,40,4,8.491818167946555,21.307692307692307,16.153846153846153
2014,Ashish Nehra,8,15,142,2.0,4,3,16,6,9.375,17.75,11.25
2012,Ravindra Jadeja,12,35,273,0.8571428571428571,14,5,17,11,8.838571412222725,22.75,17.5
2008,Ishant Sharma,7,41,329,0.5384615384615384,13,1,44,5,7.730769230769231,47.0,35.142857142857146
2018,Dwayne Bravo,14,52,533,0.875,16,2,35,29,10.131249964237213,38.07142857142857,22.285714285714285
2018,Shivam Mavi,5,28,270,0.5555555555555556,9,1,22,16,9.378888871934679,54.0,33.6
2011,Zaheer Khan,14,59,455,0.9333333333333333,15,3,48,11,7.677333323160807,32.5,25.285714285714285
2010,Charl Langeveldt,5,11,88,1.6666666666666667,3,2,9,3,8.303333282470703,17.6,13.2
2020,Rahul Tewatia,10,46,326,0.7142857142857143,14,3,12,16,7.659999983651297,32.6,27.6
2019,Jaydev Unadkat,10,37,398,0.9090909090909091,11,2,29,22,10.5254545211792,39.8,22.2
2018,Colin de Grandhomme,2,15,129,0.2857142857142857,7,1,8,5,9.404285703386579,64.5,45.0
2016,Gurkeerat Singh Mann,2,4,31,0.6666666666666666,3,2,1,1,7.833333333333333,15.5,12.0
2010,Jaskaran Singh,6,14,139,1.0,6,2,19,3,11.125,23.166666666666668,14.0
2009,Graham Napier,1,4,27,1.0,1,1,2,1,6.75,27.0,24.0
2022,T Natarajan,18,43,406,1.6363636363636365,11,3,34,18,9.302727265791459,22.555555555555557,14.333333333333334
2020,Kagiso Rabada,30,65,548,1.7647058823529411,17,4,51,21,8.394117635839125,18.266666666666666,13.0
2018,Harshal Patel,7,17,167,1.4,5,3,16,7,9.739999961853027,23.857142857142858,14.571428571428571
2016,Mohammed Shami,5,25,244,0.625,8,2,27,8,10.03374993801117,48.8,30.0
2014,John Hastings,1,3,29,1.0,1,1,6,0,9.65999984741211,29.0,18.0
2011,Amit Mishra,19,53,358,1.3571428571428572,14,4,26,14,6.8185714312962125,18.842105263157894,16.736842105263158
2009,Praveen Kumar,13,49,394,1.0,13,3,35,14,7.778461529658391,30.307692307692307,22.615384615384617
2021,Deepak Hooda,2,16,136,0.2857142857142857,7,1,11,6,9.5,68.0,48.0
2020,Kuldeep Yadav,1,12,92,0.25,4,1,1,5,7.477499961853027,92.0,72.0
2016,Ashish Nehra,9,25,199,1.125,8,3,23,7,7.837499976158142,22.11111111111111,16.666666666666668
2015,Piyush Chawla,11,35,269,0.8461538461538461,13,4,17,11,8.762307680570162,24.454545454545453,19.09090909090909
2015,Rishi Dhawan,1,12,110,0.2,5,1,11,2,8.431999969482423,110.0,72.0
2012,Andrew McDonald,5,10,61,1.6666666666666667,3,2,4,1,6.0,12.2,12.0
2010,Murali Kartik,9,39,253,0.9,10,2,22,3,6.465999984741211,28.11111111111111,26.0
2009,Ramesh Powar,5,21,132,0.625,8,2,8,3,6.332499980926514,26.4,25.2
2009,Chetanya Nanda,2,8,57,0.6666666666666666,3,1,1,2,6.333333333333333,28.5,24.0
2008,David Hussey,2,13,130,0.4,5,1,8,9,10.263999938964844,65.0,39.0
2021,Imran Tahir,2,4,16,2.0,1,2,1,0,4.0,8.0,12.0
2009,Rajat Bhatia,10,21,146,1.4285714285714286,7,4,12,2,7.33714280809675,14.6,12.6
2008,Ashish Nehra,12,44,348,0.8571428571428571,14,3,47,8,7.801428556442261,29.0,22.0
2022,Kieron Pollard,4,14,125,0.6666666666666666,6,2,9,6,8.5,31.25,21.0
2018,David Willey,2,10,95,0.6666666666666666,3,1,12,3,9.916666666666666,47.5,30.0
2014,Kane Richardson,9,27,206,1.2857142857142858,7,2,19,7,7.654285703386579,22.88888888888889,18.0
2013,Cameron White,1,2,16,0.5,2,1,1,1,8.0,16.0,12.0
2012,Nuwan Kulasekara,4,14,94,1.0,4,2,12,0,6.5,23.5,21.0
2011,James Faulkner,1,2,9,1.0,1,1,0,1,4.5,9.0,12.0
2010,RP Singh,13,42,370,1.0833333333333333,12,3,40,14,8.964999993642172,28.46153846153846,19.384615384615383
2010,Manpreet Gony,1,8,92,0.3333333333333333,3,1,15,2,11.333333333333334,92.0,48.0
2022,Hrithik Shokeen,2,15,127,0.4,5,2,7,10,8.281999969482422,63.5,45.0
2020,Vijay Shankar,4,12,82,0.8,5,1,6,1,6.765999984741211,20.5,18.0
2019,Alzarri Joseph,6,8,87,2.0,3,6,10,5,10.643333276112875,14.5,8.0
2018,Mohammad Nabi,1,5,47,0.5,2,1,6,2,9.829999923706055,47.0,30.0
2018,Prasidh Krishna,10,28,260,1.4285714285714286,7,4,28,10,9.285714285714286,26.0,16.8
2016,Morne Morkel,10,35,297,1.0,10,2,32,12,8.497000026702882,29.7,21.0
2010,Aditya Dole,5,11,112,1.6666666666666667,3,2,11,4,10.276666641235352,22.4,13.2
2009,Balachandra Akhil,4,11,80,0.8,5,2,5,2,7.031999969482422,20.0,16.5
2019,Rashid Khan,17,60,377,1.1333333333333333,15,3,31,14,6.283333333333333,22.176470588235293,21.176470588235293
2011,Abu Nechim,5,20,169,0.8333333333333334,6,2,16,6,8.318333307902018,33.8,24.0
2020,Krishnappa Gowtham,1,8,84,0.5,2,1,3,7,10.5,84.0,48.0
2019,Krunal Pandya,12,46,335,0.75,16,3,24,12,7.489374995231628,27.916666666666668,23.0
2018,Washington Sundar,4,20,192,0.5714285714285714,7,2,9,13,11.107142857142858,48.0,30.0
2015,Trent Boult,9,28,236,1.2857142857142858,7,3,28,6,8.428571428571429,26.22222222222222,18.666666666666668
2013,Hanuma Vihari,1,6,38,0.2,5,1,4,1,7.1,38.0,36.0
2012,Dwayne Bravo,15,57,462,0.8333333333333334,18,2,42,13,7.976666609446208,30.8,22.8
2011,Shaun Tait,6,14,127,1.5,4,3,16,4,8.764999985694885,21.166666666666668,14.0
2018,Moeen Ali,3,13,97,0.6,5,1,5,5,7.715999984741211,32.333333333333336,26.0
2017,Nathu Singh,1,4,15,0.5,2,1,2,0,3.75,15.0,24.0
2016,Pravin Tambe,5,16,143,0.7142857142857143,7,2,11,6,9.678571428571429,28.6,19.2
2015,Glenn Maxwell,2,10,97,0.2857142857142857,7,1,4,8,9.547142846243721,48.5,30.0
2013,Mitchell Johnson,24,64,459,1.411764705882353,17,3,59,9,7.171176461612477,19.125,16.0
2012,Kieron Pollard,16,43,350,1.1428571428571428,14,4,27,11,8.809999942779541,21.875,16.125
2012,Shadab Jakati,9,41,336,0.6,15,2,27,13,8.315333302815755,37.333333333333336,27.333333333333332
2012,Doug Bracewell,3,4,32,3.0,1,3,2,2,8.0,10.666666666666666,8.0
2012,Dale Steyn,18,46,285,1.5,12,3,35,2,6.229166666666667,15.833333333333334,15.333333333333334
2022,Fazalhaq Farooqi,2,12,110,0.6666666666666666,3,2,10,4,9.166666666666666,55.0,36.0
2019,Piyush Chawla,10,43,399,0.7692307692307693,13,3,31,21,9.138461553133451,39.9,25.8
2019,Scott Kuggeleijn,2,8,71,1.0,2,2,6,3,8.875,35.5,24.0
2013,Mitchell Marsh,7,19,182,1.0,7,2,12,11,9.515714236668178,26.0,16.285714285714285
2013,Parvez Rasool,1,5,28,0.5,2,1,3,0,5.375,28.0,30.0
2008,Ashley Noffke,1,4,40,1.0,1,1,2,2,10.0,40.0,24.0
2019,Amit Mishra,11,40,270,1.0,11,3,14,10,6.703636342828924,24.545454545454547,21.818181818181817
2017,Shahbaz Nadeem,6,17,119,0.8571428571428571,7,2,10,5,7.614285741533552,19.833333333333332,17.0
2014,Jason Holder,1,3,35,1.0,1,1,2,2,11.65999984741211,35.0,18.0
2011,Thisara Perera,2,14,111,0.5,4,1,12,2,7.625,55.5,42.0
2010,Shane Watson,6,22,184,1.0,6,3,25,4,8.456666628519693,30.666666666666668,22.0
2009,Suresh Raina,7,27,164,0.7,10,2,9,4,6.09399995803833,23.428571428571427,23.142857142857142
